Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Unnamed: 12,nutrition_risk,Disease,Portion_Size_g,Meal_ID,Day_Type,Log_Index,Confidence_Level
Coconut Water (1 cup),Beverage,46,1.741592034,8.705629901,0.520131943,2.615998667,6.53242994,242.9102174,0.0,Snack,240,,Healthy,Healthy,180,317,Weekend,6479,Medium
Pear,Fruit,101,0.608732708,27.27697628,0.209754211,5.290805027,16.6176116,2.055960842,0.0,Snack,0,,Moderate,Diabetes,150,370,Weekday,2852,Medium
Gochugaru (1 tsp),Condiment,10,0.30287306,1.734208865,0.308206013,0.508477945,0.288035106,1.037133919,0.0,Dinner,0,,Healthy,Healthy,180,275,Weekday,2166,High
Sweet & Sour Chicken (1 cup),Meal/Processed,380,17.82354266,46.65399656,15.64128157,2.990657654,23.9256177,755.5486703,49.69711349,Dinner,0,,Moderate,"Diabetes, Hypertension, Obesity",200,481,Weekday,9309,Medium
Cream Cheese (2 tbsp),Dairy,100,2.0,2.0,10.0,0.0,1.0,90.0,30.0,Breakfast,0,,Healthy,Healthy,180,367,Weekday,26,High
Choripan (1 sandwich),Meal/Processed,550,20.75942356,39.73642709,35.14748416,3.115286279,3.922638879,1137.123212,81.20051273,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",100,310,Weekend,8334,Medium
Chicken Kebab (2 skewers),Meal/Meat,280,29.24754913,8.045981451,14.13906723,3.034553372,3.948404163,485.8746149,82.66516356,Dinner,250,,Healthy,Hypertension,150,36,Weekday,3657,Low
Osso Buco (1 serving),Meal/Meat,550,46.69647648,15.19905641,30.57088003,3.822099739,5.852048442,858.9145312,156.9835094,Dinner,0,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,416,Weekday,2790,Medium
Peanut Butter & Jelly Sandwich,Meal/Processed,390,11.58951122,49.44297987,16.81114465,4.835489594,19.37062768,449.3733548,0.0,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",150,348,Weekday,8750,Medium
Kibbeh (1 piece fried),Meal/Meat,230,8.85476308,19.74157288,12.35634761,3.145453312,0.953328608,428.9768682,29.01719574,Snack,0,,Healthy,Hypertension,250,438,Weekday,1424,Low
Tuna Melt,Meal/Processed,450,25.81305261,33.35828025,25.55846974,3.040176919,4.010710033,919.2233516,48.55430746,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",180,312,Weekend,7998,Medium
Coffee (with cream/sugar),Beverage,50,0.500352714,4.763708755,3.050234433,0.0,4.378345742,10.47656052,10.16389117,Breakfast,250,,Healthy,Healthy,200,50,Weekday,4478,Low
Sweet & Sour Chicken (1 cup),Meal/Processed,380,17.70915129,44.81975324,15.29685004,3.050047763,26.02948907,781.4879609,51.82676192,Dinner,0,,Unhealthy,"Diabetes, Hypertension, Obesity",250,346,Weekday,933,High
Stale Bread (1/2 cup in soup),Grain,80,2.886248729,15.43304437,0.972281037,0.987126644,1.436149847,152.4189196,0.0,Dinner,0,,Healthy,Healthy,250,60,Weekend,9247,Medium
Saltimbocca (1 serving),Meal/Meat,380,38.0,5.0,22.0,0.5,1.0,850.0,120.0,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",200,492,Weekday,562,Low
Chicken Milanesa (1 serving),Meal/Meat,450,34.06979667,28.65003371,21.09196123,2.938495237,1.903655348,690.1817468,99.84097331,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,3,Weekday,8909,Low
Fiorentina Steak (3oz portion),Protein/Meat,230,23.75876959,0.0,15.34939406,0.0,0.0,62.92944127,74.05008118,Dinner,0,,Moderate,Healthy,250,142,Weekday,8708,Medium
Pasta Salad (1 cup),Meal/Pasta,280,8.233129887,30.73907817,14.2425697,4.036501803,5.040039264,464.6170799,10.14662204,Lunch,0,,Healthy,Hypertension,250,19,Weekday,6724,Medium
Tiramisu (1 slice),Dessert,450,7.0,42.0,28.0,2.0,25.0,150.0,180.0,Snack,250,,Moderate,"Diabetes, Obesity, Heart Disease",150,394,Weekday,246,Low
Pulled Pork Sandwich,Meal/Meat,480,24.82519828,48.73016569,20.70944604,3.003094643,14.73125885,937.7429015,75.39784144,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity, Heart Disease",100,447,Weekend,1791,Low
Bacon (2 slices cooked),Protein/Meat,86,6.0,0.2,6.8,0.0,0.1,330.0,18.0,Breakfast,0,,Healthy,Healthy,250,298,Weekday,68,Medium
Pad Thai (Chicken 1.5 cups),Meal/Pasta,550,24.81428714,57.96548095,21.07269806,5.162359445,10.36289439,965.2054848,66.93376038,Dinner,500,,Moderate,"Diabetes, Hypertension, Obesity, Heart Disease",250,140,Weekday,4545,High
Chocolate Croissant,Dessert,350,5.855856807,38.85213401,19.77502753,2.917822772,15.72558214,313.1835167,38.31405225,Breakfast,250,,Moderate,Diabetes,250,462,Weekday,7920,Low
Choripan (1 sandwich),Meal/Processed,550,19.84788616,40.00348266,33.32512815,2.97522623,4.121025424,1123.171415,76.88841644,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,497,Weekday,993,High
Carbonara (1.5 cups),Meal/Pasta,650,24.78376429,57.16994306,34.61824392,3.850188255,4.166716506,862.0933927,249.8291774,Dinner,0,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,11,Weekend,4168,Medium
Pecans (1 oz),Nut,196,2.674778077,3.917391296,19.94568995,2.614606197,1.081554752,0.0,0.0,Snack,0,,Moderate,Healthy,150,137,Weekday,4779,High
Ground Beef (2 oz in sauce),Protein/Meat,140,11.53798371,0.0,10.03138946,0.0,0.0,39.02401406,36.09134479,Dinner,0,,Healthy,Healthy,250,111,Weekend,8302,Medium
Jalapeno (1 tbsp sliced),Vegetable,4,0.104392467,0.782545543,0.102572003,0.417183854,0.478965947,1.042938142,0.0,Dinner,0,,Healthy,Healthy,100,92,Weekend,3595,High
Caesar Salad (with chicken),Meal/Protein,470,28.9055693,15.69344388,29.5985841,2.851618183,3.047158486,859.3109461,77.19036604,Lunch,250,,Moderate,"Hypertension, Obesity, Heart Disease",100,205,Weekend,8740,Low
Smoothie (Fruit & Yogurt),Beverage/Meal,280,12.51570157,56.85127405,2.995964042,7.01480592,40.85000578,72.88313393,5.21335228,Breakfast,250,,Unhealthy,Diabetes,200,80,Weekday,4043,High
Rye Bread (1 slice),Grain,83,2.7,15.5,1.1,1.9,1.2,170.0,0.0,Lunch,0,,Healthy,Healthy,180,214,Weekend,276,Medium
Philly Cheesesteak (6 inch),Meal/Processed,500,25.49953623,40.21821697,29.24063481,2.854363671,5.03096263,1117.117394,71.11996863,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,254,Weekday,7296,Medium
Grilled Cheese Sandwich,Meal/Processed,390,15.39768611,32.60810504,22.75214868,3.002700794,3.851380692,767.8916556,61.68119138,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,166,Weekend,2785,Low
Hummus (2 tbsp),Legume,70,1.905435824,4.097453356,5.098258144,1.90527926,0.0,131.2760492,0.0,Snack,0,,Healthy,Healthy,150,326,Weekend,1214,Medium
Grilled Cheese Sandwich,Meal/Processed,390,15.68878693,32.84143603,21.03161732,3.145482746,4.057932674,784.1741848,57.29594028,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",250,2,Weekend,9085,High
Duck (3oz roasted),Protein/Meat,285,16.2065522,0.0,24.56293326,0.0,0.0,63.07172361,71.57557746,Dinner,0,,Moderate,Heart Disease,200,277,Weekend,3307,Medium
Lemonade (1 cup),Beverage,99,0.097189912,25.2982775,0.0,0.099309036,26.0562339,30.54733502,0.0,Snack,240,,Unhealthy,Diabetes,180,334,Weekday,8111,Medium
Eggs Benedict (1 serving),Meal/Protein,600,24.94465793,31.02314024,41.22552812,2.962414466,3.932777582,1121.662853,433.7845643,Breakfast,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",100,274,Weekend,7699,Low
Creamed Spinach (1/2 cup),Vegetable,190,4.944765668,7.778692352,15.56285965,3.126672739,2.038587662,439.4987328,51.21629757,Dinner,0,,Moderate,Hypertension,200,230,Weekend,7354,Low
Macaroni Salad (1 cup),Meal/Pasta,380,7.932675343,30.22837084,25.63105694,2.97555274,5.706800987,778.6238278,19.44980727,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,440,Weekend,4215,Medium
Philly Cheesesteak (6 inch),Meal/Processed,500,25.53635067,38.82104377,28.58624262,2.918084772,5.094386736,1147.206687,73.4190796,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,154,Weekday,6567,High
Peanut Butter & Jelly Sandwich,Meal/Processed,390,12.48105718,51.65282798,16.32273933,4.775650581,19.28313147,462.2409641,0.0,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",100,341,Weekday,6126,Medium
Rye Crispbread (2 slices),Grain,70,2.085292806,14.28622746,0.522114234,3.015369867,0.0,114.3694828,0.0,Lunch,0,,Healthy,Healthy,100,274,Weekday,7936,Medium
Dates (2 medium Medjool),Fruit,133,0.824788639,35.38330407,0.100402172,3.233755946,33.02057343,0.95149913,0.0,Snack,0,,Unhealthy,Diabetes,150,146,Weekend,6147,Medium
Lasagna (1 serving meat),Meal/Pasta,350,19.82244713,31.01126258,17.52347497,3.895236789,7.201254178,872.9101152,57.57229577,Dinner,250,,Moderate,Hypertension,250,478,Weekday,8894,Low
Garlic (1 clove in beans),Vegetable,4,0.201704455,0.88516267,0.0,0.10187339,0.0,0.950428222,0.0,Dinner,0,,Healthy,Healthy,100,493,Weekday,918,Low
Reuben Sandwich,Meal/Processed,650,27.41511089,36.67632322,38.4333742,4.924176433,6.113840332,1573.436364,99.19932895,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,143,Weekend,7147,High
Vitello Tonnato (1 serving),Meal/Meat,380,33.8037381,3.088889902,24.16482825,0.481189348,1.048076098,609.6493614,104.6730845,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,459,Weekday,6192,Medium
Gazpacho (1 cup),Meal/Soup,90,2.0,12.0,4.0,3.0,7.0,600.0,0.0,Lunch,240,,Healthy,Hypertension,100,357,Weekend,475,Medium
Mocha Latte (16oz),Beverage,360,12.28624613,49.08086812,15.51574206,2.087216672,43.75277805,154.0496404,44.53069889,Snack,473,,Unhealthy,"Diabetes, Obesity",150,148,Weekday,6991,High
Macaroni & Cheese (1 cup),Meal/Pasta,350,10.43468061,40.02240081,16.28381731,2.030211706,5.182589558,727.3605248,40.00492885,Lunch,250,,Moderate,Hypertension,200,132,Weekday,8788,Medium
Cacio e Pepe (1.5 cups),Meal/Pasta,500,17.67118923,64.20195213,18.61352592,4.09229563,3.025946549,690.0373406,50.7856128,Dinner,0,,Moderate,"Hypertension, Obesity",150,79,Weekend,2016,High
Tiramisu (1 slice),Dessert,450,6.774344676,41.36890917,26.87108567,2.001816009,25.14502821,145.8447717,175.202513,Snack,250,,Unhealthy,"Diabetes, Obesity, Heart Disease",180,484,Weekend,7028,High
Cherries (1 cup),Fruit,77,1.592545168,18.26023183,0.507083934,2.466431257,15.25975424,0.0,0.0,Snack,0,,Moderate,Diabetes,200,197,Weekend,2805,Medium
Ham & Cheese Croissant,Meal/Processed,400,15.59257841,34.43296498,22.20435494,2.002287137,5.805148175,715.4556979,61.53534916,Breakfast,250,,Moderate,"Hypertension, Obesity, Heart Disease",100,388,Weekend,6369,Medium
Chai Latte (12 oz),Beverage,190,6.694325692,33.38346093,3.825613973,1.008218228,31.04132519,110.1457057,14.94210533,Snack,355,,Unhealthy,Diabetes,200,151,Weekday,6552,Medium
Chicken Milanesa (1 serving),Meal/Meat,450,35.76041183,28.85945177,21.97917427,3.013330834,1.931283011,703.0993444,104.7830355,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,496,Weekend,5588,Medium
Muffin (Blueberry 1 large),Grain/Dessert,380,5.161160856,57.12051336,16.46194226,2.048882139,29.90691742,347.0798624,51.19701773,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,326,Weekend,2453,Low
Cranberry Juice (1 cup),Beverage,130,0.0,33.0,0.0,0.0,30.0,10.0,0.0,Breakfast,240,,Unhealthy,Diabetes,100,435,Weekday,236,Medium
Spinach Artichoke Dip (1/4 cup),Snack/Processed,160,5.0224961,6.074521408,14.10336382,1.915974491,1.96832469,358.5977202,28.52380332,Snack,0,,Healthy,Healthy,180,195,Weekday,6014,Medium
Amaretti Cookie (2 cookies),Dessert,90,2.02189666,12.54805624,3.871790524,1.015115629,9.543509857,10.29194785,0.0,Snack,0,,Healthy,Healthy,180,444,Weekend,9425,Low
Pulled Pork Sandwich,Meal/Meat,480,25.80013782,47.77086184,19.79919296,2.970038059,14.6236575,881.4952311,77.33312444,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",100,49,Weekday,6342,Medium
Bobotie (1 serving),Meal/Meat,450,24.59948264,30.42123729,24.82171499,5.126360511,15.72701537,715.1164045,151.5415632,Dinner,0,,Moderate,"Diabetes, Hypertension, Obesity, Heart Disease",250,393,Weekend,7257,Medium
Cacio e Pepe (1.5 cups),Meal/Pasta,500,18.37210562,65.45063288,19.34319549,4.143670719,2.960430045,704.0911642,49.25247811,Dinner,0,,Moderate,"Hypertension, Obesity",150,153,Weekend,9955,Medium
Malva Pudding (1 slice),Dessert,380,4.943561071,57.5755082,13.87998006,1.973170693,39.97850053,364.8046264,58.4697513,Snack,0,,Unhealthy,Diabetes,150,372,Weekend,6403,Medium
Capers (garnish),Condiment,2,0.206738046,0.403519268,0.102933769,0.29394066,0.102137899,194.457925,0.0,Lunch,0,,Healthy,Healthy,200,51,Weekday,9670,Medium
Salami (3 slices),Protein/Processed,110,6.249768258,1.014893551,8.790405016,0.0,0.489040544,503.0650737,30.96961959,Lunch,0,,Healthy,Hypertension,100,227,Weekend,3636,High
Celery (1/4 stalk minced),Vegetable,2,0.098666628,0.417696374,0.0,0.195765842,0.195191978,12.14495385,0.0,Dinner,0,,Healthy,Healthy,250,384,Weekend,1244,Medium
Danish (Cheese 1 medium),Dessert,340,6.883903504,37.2344052,18.59500638,1.962305243,15.79171859,298.1751849,55.71840239,Breakfast,250,,Moderate,Diabetes,150,160,Weekday,3776,High
Bobotie (1 serving),Meal/Meat,450,24.40127171,30.06908006,25.3786798,5.076221293,14.27417628,728.494996,155.8434,Dinner,0,,Moderate,"Diabetes, Hypertension, Obesity, Heart Disease",200,366,Weekend,9111,Medium
Rye Bread (1 slice),Grain,83,2.7,15.5,1.1,1.9,1.2,170.0,0.0,Lunch,0,,Healthy,Healthy,180,214,Weekend,276,Medium
Congee (1 cup plain),Meal/Grain,130,2.546636838,27.23923237,0.976740022,0.989000162,0.519381702,314.8643317,0.0,Breakfast,0,,Healthy,Healthy,150,24,Weekend,8851,Medium
Saltimbocca (1 serving),Meal/Meat,380,39.4335913,4.932697431,21.53793458,0.520734451,0.999185973,879.7157157,122.7036071,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",250,141,Weekend,9860,Medium
Veal Parmesan (1 serving),Meal/Meat,550,40.0,30.0,30.0,4.0,7.0,1100.0,130.0,Dinner,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,143,Weekend,248,High
Chicken Milanesa (1 serving),Meal/Meat,450,36.00008136,30.58104891,22.22802025,2.900403154,1.962512282,677.5042852,104.0711933,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,183,Weekend,7263,High
Lime (juice of 1),Condiment,11,0.19617255,3.848912602,0.0,0.417811819,0.728356763,1.008673693,0.0,Dinner,0,,Healthy,Healthy,180,16,Weekend,5488,Medium
Skirt Steak (4oz grilled),Protein/Meat,240,26.0,0.0,15.0,0.0,0.0,70.0,80.0,Dinner,0,,Healthy,Healthy,200,60,Weekend,499,Medium
Polenta (grilled 1 slice),Meal/Grain,120,2.502708568,25.67090277,1.005921192,1.952075231,0.517589513,295.1241494,0.0,Dinner,0,,Healthy,Healthy,100,100,Weekend,3024,High
Avocado Toast (1 slice),Meal/Vegetarian,260,6.909407922,28.44183228,14.73904676,10.0338784,0.967894799,343.6667829,0.0,Breakfast,500,,Healthy,Healthy,250,342,Weekend,2143,Medium
Soda (1 can Coke),Beverage,140,0.0,39.98494041,0.0,0.0,37.75437191,45.67639516,0.0,Snack,355,,Unhealthy,Diabetes,180,128,Weekday,5333,High
Halibut (4oz baked),Protein/Fish,125,24.35271327,0.0,2.436089987,0.0,0.0,61.48283293,38.6145252,Dinner,250,,Healthy,Healthy,100,182,Weekend,9002,High
Root Beer (1 can),Beverage,150,0.0,39.04198165,0.0,0.0,39.87490504,57.55729055,0.0,Snack,355,,Unhealthy,Diabetes,150,252,Weekend,2061,High
Melted Butter (for lobster),Condiment,200,0.209594232,0.0,22.15416627,0.0,0.0,171.1026765,57.82896874,Dinner,0,,Moderate,Heart Disease,180,415,Weekend,4517,Medium
Baba Ganoush (1/4 cup),Meal/Vegetable,100,1.952747094,7.806006263,7.163697072,3.890140406,2.03685495,314.419672,0.0,Snack,0,,Healthy,Healthy,100,121,Weekday,6746,Medium
Pulled Pork Sandwich,Meal/Meat,480,25.29205098,47.46896803,20.23873894,3.104880374,15.66914769,903.3663073,71.78342508,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity, Heart Disease",250,447,Weekday,6390,Medium
Caesar Salad (with chicken),Meal/Protein,470,30.47472147,14.33038978,30.33870178,3.097477086,2.909666566,851.5789177,78.65902392,Lunch,250,,Unhealthy,"Hypertension, Obesity, Heart Disease",250,412,Weekend,4786,Medium
Onions (sautéed 1/4 cup),Vegetable,30,0.483160512,5.212101732,0.971355756,0.98931792,2.952880862,5.183217512,0.0,Lunch,0,,Healthy,Healthy,200,452,Weekend,3785,High
Mocha Latte (16oz),Beverage,360,11.95644258,46.90811985,15.07146176,1.978198615,42.08410864,142.7881818,46.67461722,Snack,473,,Unhealthy,"Diabetes, Obesity",150,42,Weekday,7172,High
French Fries (side),Vegetable/Processed,340,3.920574719,42.48650712,16.62566681,4.1120354,0.293827482,239.7120464,0.0,Dinner,0,,Moderate,Healthy,180,362,Weekday,6262,Medium
Muffin (Blueberry 1 large),Grain/Dessert,380,5.220712087,54.97786434,15.4553094,2.047155069,30.93785159,353.5054636,51.67068469,Breakfast,250,,Unhealthy,"Diabetes, Obesity",250,71,Weekday,8531,High
Ceviche (1 cup fish),Meal/Fish,180,25.08868817,15.73607644,1.903159697,3.090110729,4.020385853,719.3543402,42.87305429,Lunch,0,,Moderate,Hypertension,100,108,Weekday,9739,Medium
Pine Nuts (1 tbsp),Nut,95,2.0,2.0,10.0,0.5,0.5,0.0,0.0,Dinner,0,,Healthy,Healthy,200,347,Weekday,290,Low
Rye Crispbread (2 slices),Grain,70,2.040533839,13.72910655,0.489416273,2.923070303,0.0,118.9842693,0.0,Lunch,0,,Healthy,Healthy,180,160,Weekday,8706,High
Beef Wellington (1 slice),Meal/Meat,600,30.980313,35.4330251,38.7055809,3.845714998,4.093560588,873.0692091,104.7011683,Dinner,0,,Unhealthy,"Hypertension, Obesity, Heart Disease",200,36,Weekend,3239,Low
Panettone (1 slice),Dessert,320,6.2136886,51.2258608,11.79451781,3.07202535,25.06626263,195.9341639,72.49930511,Snack,0,,Unhealthy,Diabetes,180,351,Weekend,1230,Medium
Marshmallow (1 large),Dessert,23,0.104279221,5.884281651,0.0,0.0,4.106871445,5.109287889,0.0,Snack,0,,Healthy,Healthy,100,268,Weekend,798,Medium
Orange Peel (garnish),Condiment,1,0.0,0.198031916,0.0,0.09886519,0.0,0.0,0.0,Snack,0,,Healthy,Healthy,150,448,Weekend,9375,Low
Hot Chocolate (1 cup),Beverage,200,2.928999169,28.5876994,8.23364595,1.981844466,26.16042873,162.4708752,9.5335773,Snack,240,,Unhealthy,Diabetes,100,329,Weekday,8502,Medium
Macaroni & Cheese (1 cup),Meal/Pasta,350,10.00549673,40.43474907,17.10699778,1.934260533,5.015229906,728.1380459,39.86204543,Lunch,250,,Moderate,Hypertension,200,166,Weekday,5786,Medium
Beef Wellington (1 slice),Meal/Meat,600,28.61589409,35.12570145,38.99001693,3.984248219,3.803495248,817.9406773,97.99490929,Dinner,0,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,302,Weekday,5305,Medium
Peanut Butter & Jelly Sandwich,Meal/Processed,390,12.48105718,51.65282798,16.32273933,4.775650581,19.28313147,462.2409641,0.0,Lunch,250,,Moderate,"Diabetes, Hypertension, Obesity",100,341,Weekday,6126,Medium
Candied Fruit (1 tbsp),Fruit,30,0.0,7.690288534,0.0,0.498916303,7.882329229,4.969042114,0.0,Snack,0,,Healthy,Healthy,200,425,Weekend,2086,Medium
Macaroni Salad (1 cup),Meal/Pasta,380,8.29456634,28.70924019,26.1268718,3.079390045,5.758620793,723.1193839,20.04323245,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",100,159,Weekend,2230,High
Shrimp Scampi (1 cup),Meal/Seafood,380,23.0634788,41.15244915,15.38816727,2.854759217,2.891782089,727.5919328,146.7691377,Dinner,0,,Moderate,"Hypertension, Obesity",250,480,Weekday,6265,Medium
Empanada (Beef 1 medium),Meal/Processed,290,10.35592578,28.12895672,16.01123745,3.126387264,2.85207774,528.1544263,31.09213955,Lunch,0,,Moderate,Hypertension,200,208,Weekend,8166,Medium
Gorgonzola Cheese (1 oz),Dairy,100,6.024822034,0.720332171,8.250585341,0.0,0.0979627,330.2141657,20.1919845,Dinner,0,,Healthy,Healthy,150,366,Weekend,6980,Medium
Saltimbocca (1 serving),Meal/Meat,380,39.4335913,4.932697431,21.53793458,0.520734451,0.999185973,879.7157157,122.7036071,Dinner,0,,Moderate,"Hypertension, Obesity, Heart Disease",250,141,Weekend,9860,Medium
Salami (3 slices),Protein/Processed,110,6.214493597,0.966662832,8.791318591,0.0,0.516782148,491.1655847,29.17681403,Lunch,0,,Healthy,Hypertension,180,98,Weekend,922,High
Blue Cheese Dressing (2 tbsp),Condiment,150,1.03343975,2.099802963,16.24319353,0.0,1.029034444,331.8198189,9.558279316,Lunch,0,,Moderate,Healthy,250,364,Weekend,7806,Low
Negroni (1 drink),Beverage,190,0.0,15.17592122,0.0,0.0,15.04128803,4.800402789,0.0,Snack,90,,Moderate,Diabetes,100,160,Weekday,6972,Medium
Waffles (2 homemade),Grain,220,5.762402403,28.56023103,8.685116996,1.486436837,2.963344457,423.0304291,43.25689264,Breakfast,0,,Healthy,Hypertension,150,193,Weekday,8189,High
Coffee (with cream/sugar),Beverage,50,0.50921288,4.871858868,2.979476009,0.0,4.276581472,9.826870573,9.828977629,Breakfast,250,,Healthy,Healthy,180,13,Weekday,6074,Medium
Macaroni Salad (1 cup),Meal/Pasta,380,7.650361825,29.57586272,25.06489553,3.024348671,6.190474508,748.3644479,19.83178073,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",150,249,Weekend,6277,High
Fruit Cocktail (canned 1 cup),Fruit,110,1.0,28.0,0.0,2.0,26.0,10.0,0.0,Snack,0,,Unhealthy,Diabetes,100,351,Weekday,195,Medium
Macaroni Salad (1 cup),Meal/Pasta,380,7.919560137,30.62732996,24.81168095,3.039776696,5.748774447,749.8166209,19.50646226,Lunch,0,,Moderate,"Hypertension, Obesity, Heart Disease",200,135,Weekend,4840,Medium
Amaretti Cookie (2 cookies),Dessert,90,1.957747814,11.97856194,3.803603074,1.022695831,10.07762989,9.835533034,0.0,Snack,0,,Healthy,Diabetes,100,416,Weekend,8937,Low
Guacamole (1/4 cup),Vegetable/Condiment,90,1.036243941,3.87278327,7.96366173,2.926143872,0.489183263,124.7912415,0.0,Dinner,0,,Healthy,Healthy,100,138,Weekday,2777,Medium
Beef Burrito (large),Meal/Processed,650,29.38230863,71.42420241,27.11986385,9.654577492,4.939937642,1353.965572,69.23817489,Dinner,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,454,Weekday,9650,High
Chocolate Donut (1 medium),Dessert,300,3.889864762,34.98518694,17.52559001,1.966325298,17.45025156,232.6863508,19.8383164,Breakfast,0,,Moderate,Diabetes,100,160,Weekend,9452,Low
Cabbage Slaw (side),Vegetable,60,0.977688392,8.098707376,2.967587047,1.999493709,4.962940393,125.2761613,4.979080896,Dinner,0,,Healthy,Healthy,100,387,Weekend,809,Medium
Labneh (2 tbsp),Dairy,60,4.06701095,2.074168672,3.996433915,0.0,1.924671271,78.71567303,14.35508761,Breakfast,0,,Healthy,Healthy,150,396,Weekday,9682,High
Bell Pepper (1 medium red),Vegetable,31,1.190700907,6.173891726,0.296316733,2.055845306,4.380593272,4.133569321,0.0,Lunch,0,,Healthy,Healthy,150,483,Weekend,3050,Medium
Rosemary (garnish),Condiment,1,0.0,0.203089641,0.0,0.104466327,0.0,0.0,0.0,Dinner,0,,Healthy,Healthy,250,469,Weekend,5352,Low
Tomato Sauce (1/2 cup),Condiment,40,1.56425237,6.662080507,1.04176443,1.959024377,4.166737572,336.9965526,0.0,Dinner,0,,Healthy,Healthy,100,40,Weekend,3189,Low
Apple Pie (1 slice),Dessert,410,3.095289244,55.4700066,19.35809796,2.998686706,25.43274344,315.1468725,0.0,Snack,0,,Unhealthy,"Diabetes, Obesity",200,70,Weekend,5026,Low
Cod (4oz baked),Protein/Fish,95,20.26705184,0.0,0.767636603,0.0,0.0,94.33205887,53.70297985,Dinner,250,,Healthy,Healthy,200,395,Weekend,2232,Medium
Raita (2 tbsp),Condiment/Dairy,30,1.0,2.0,2.0,0.5,1.5,100.0,5.0,Dinner,0,,Healthy,Healthy,100,229,Weekend,430,Low
Provoleta (1 oz grilled cheese),Dairy,100,6.905234062,0.962184782,7.912666482,0.0,0.503311649,248.4363338,19.07684432,Dinner,0,,Healthy,Healthy,200,258,Weekday,6428,Medium
Lemon Bar (1 square),Dessert,150,1.455249001,22.76371334,6.223132797,0.504871825,15.64758735,80.43966102,30.3683259,Snack,0,,Moderate,Diabetes,250,214,Weekday,1234,Medium
Grits (1 cup cooked),Grain,150,2.992594986,31.30096368,1.012614761,1.918265122,0.517809211,315.7087602,0.0,Breakfast,0,,Healthy,Healthy,100,133,Weekend,2158,Medium
Philly Cheesesteak (6 inch),Meal/Processed,500,25.84699199,39.92944714,27.92654597,2.856378403,5.194076417,1138.113472,71.83502311,Lunch,500,,Unhealthy,"Hypertension, Obesity, Heart Disease",150,321,Weekday,3635,High
Muffin (Blueberry 1 large),Grain/Dessert,380,5.14139299,53.89595826,15.21201313,1.930923893,29.9277193,351.2026876,52.473181,Breakfast,250,,Unhealthy,"Diabetes, Obesity",100,45,Weekend,4242,High
Century Egg (1 egg),Protein,100,6.738230814,1.041131202,6.67874054,0.0,0.497949231,314.110538,206.2685865,Breakfast,0,,Healthy,Heart Disease,180,476,Weekday,1727,Medium
Sriracha (1 tsp),Condiment,5,0.1,1.0,0.1,0.1,0.8,80.0,0.0,Dinner,0,,Healthy,Healthy,150,61,Weekday,422,Low
Chicken Noodle Soup (1 can),Meal/Processed,150,7.02252384,17.52668072,4.948734611,2.06355396,1.909478208,922.9068441,15.7302694,Lunch,250,,Moderate,Hypertension,150,249,Weekday,5827,High
Aperol Spritz (1 drink),Beverage,180,0.0,20.86843961,0.0,0.0,20.68533695,9.897013512,0.0,Snack,150,,Moderate,Diabetes,250,217,Weekend,8426,High
Potato Leek Soup (1 cup),Meal/Vegetable,180,3.996214593,24.22125944,6.791911964,2.855765667,4.152685733,639.6164902,14.92741862,Lunch,250,,Moderate,Hypertension,200,26,Weekend,2887,High
Spring Roll (Veg 2 rolls),Snack/Processed,180,3.816089302,24.23024694,7.293182844,3.100635733,2.982764828,430.3772246,0.0,Dinner,0,,Healthy,Hypertension,250,227,Weekday,5510,High
